go_term,number_of_genes,statistic,p_value
GO:0019209,16,-2.0627367015934093,0.03913765088758828
GO:0016812,8,2.062430886221759,0.03916673128346177
GO:1902564,8,2.061809467909377,0.03922587931752659
GO:0006027,7,2.0611324006146896,0.039290410475228264
GO:0002862,29,2.060655370089167,0.0393359302735129
GO:0044327,7,2.0598339639006573,0.03941441644345802
GO:0090316,23,-2.059128006585071,0.0394819775537883
GO:0032025,7,2.0590790588343593,0.039486665564727255
GO:0032481,39,2.058869102266829,0.03950677968780791
GO:0060173,34,-2.058864722762046,0.03950719934287261
GO:0005642,5,-2.058636110261147,0.03952911081738903
GO:0008063,6,2.058446301422362,0.03954731097325609
GO:0055007,18,-2.0583560173663744,0.03955597051547533
GO:0001779,9,-2.0568311532588064,0.03970247028492992
GO:0001818,41,2.055901870578167,0.039791975789346616
GO:0070268,14,2.054243786993647,0.039952102364640356
GO:0034380,10,2.054055929332966,0.03997027882525667
GO:0060544,14,-2.0533469331246255,0.040038942074395074
GO:0071672,5,2.052919661499575,0.040080369803376
GO:0004112,7,-2.0520433436164622,0.040165450271829925
GO:0030534,16,-2.0507916611391175,0.04028723998310431
GO:0002931,49,2.050442295539371,0.04032128938971219
GO:0030321,8,2.050284982843385,0.040336629157266844
GO:0006096,39,2.048822966691151,0.04047942913199903
GO:0034993,11,-2.047811374624589,0.04057848537897837
GO:0008289,367,2.0476314171197236,0.04059612853474729
GO:0070555,36,2.046975982521368,0.040660442770937374
GO:0097367,12,2.0468200656695754,0.040675754754387804
GO:0030170,56,2.046672698801356,0.04069023157010155
GO:0062176,10,-2.0464259507268165,0.04071448103281754
GO:2000234,13,-2.046229311515289,0.04073381475629668
GO:1901981,28,2.0461071407699882,0.04074583059969795
GO:1903783,5,2.045452550304771,0.04081026263243302
GO:0005298,5,-2.0447379942095747,0.0408806957014173
GO:0055093,13,2.0446781473324656,0.04088659941959781
GO:0043278,11,-2.042246735262424,0.04112706272977258
GO:0032286,5,2.042201320071627,0.04113156560353208
GO:0006400,33,-2.0419053469834694,0.04116092129023367
GO:0002062,41,-2.041547716021611,0.04119641610672352
GO:0005163,5,2.0412366693431117,0.041227308519437164
GO:0042908,28,2.0409423391481223,0.041256558757891824
GO:0140036,12,-2.0407772817695764,0.0412729696854947
GO:0038158,5,2.0405578410526752,0.04129479627042838
GO:0008271,9,-2.040106783625659,0.04133969122265271
GO:0016579,105,-2.0391900872740756,0.041431059849910225
GO:0086001,6,-2.0381596156447137,0.04153397275830861
GO:0120293,20,-2.0377663144013227,0.041573308673934196
GO:0033192,5,-2.0374852498433302,0.041601438589767545
GO:0106435,8,2.0374329222918495,0.04160667749165721
GO:0006270,26,-2.0372760078780625,0.041622390714292704
GO:1990075,5,-2.0368064215528934,0.0416694445491632
GO:0060707,5,2.036270504481496,0.041723199924103914
GO:0032730,5,-2.0357703152148585,0.041773424561222385
GO:0046464,5,2.0347342088768237,0.04187762412712084
GO:0003735,193,-2.033372086615317,0.0420149452347784
GO:0140105,10,2.033136650240609,0.04203871911948741
GO:0070198,11,-2.033116872412811,0.0420407167623877
GO:0005521,17,-2.0330497575008084,0.04204749624657141
GO:2000643,8,-2.032998255244397,0.04205269927560778
GO:0030521,20,-2.0329600932164777,0.042056554955947345
GO:0006000,10,2.0325555591547104,0.04209744523745215
GO:0007155,634,-2.032110481459145,0.042142472528973136
GO:0033031,5,2.0320903513245963,0.042144510002391534
GO:0000791,62,-2.0313503162262814,0.042219470597478104
GO:0036094,32,-2.030693399760501,0.04228610631115352
GO:0043697,5,-2.0301967776723258,0.0423365412618626
GO:0051093,7,2.0299699194779093,0.04235959699768361
GO:0072542,19,-2.029454678456274,0.04241200071174942
GO:0034375,20,2.0292616256132696,0.042431649690145914
GO:0051122,8,2.028309371614606,0.04252868309216264
GO:0097193,39,2.0281803976674975,0.04254183978272232
GO:0140005,6,-2.0281793490081217,0.042541946771044566
GO:0001640,5,-2.027803014753417,0.04258035655711056
GO:0042581,15,2.0274797352318896,0.042613374833192365
GO:0160295,6,2.027363967746962,0.04262520405277409
GO:0005507,56,2.0264409759854387,0.0427196154926716
GO:0070564,5,2.0259451689059063,0.0427704038120301
GO:0004895,8,2.025428250348108,0.04282340904758834
GO:0006541,12,-2.025185976745151,0.04284827108109563
GO:0016790,11,2.0241315456505276,0.04295661860716432
GO:0075523,6,2.0240698274518776,0.042962967596842386
GO:0002090,6,2.023743674947414,0.04299653228173547
GO:0005883,12,-2.0235945565577467,0.04301188558822272
GO:0019538,5,2.0233370391584393,0.04303841062381402
GO:0030048,19,-2.0229288649443657,0.04308048207016059
GO:0032099,13,2.022607296959725,0.04311365128852404
GO:2001233,10,2.0225759513751442,0.0431168856891176
GO:0070365,10,2.0223990975663924,0.04313513822841814
GO:0035198,37,-2.0221304466963264,0.04316287735443571
GO:0004812,42,-2.021634146308425,0.0432141617247117
GO:0061733,28,-2.0193921288720924,0.04344647900018791
GO:0010459,13,2.0192612142224924,0.0434600768833045
GO:0043199,5,2.0190139747825,0.043485767032077134
GO:0003180,37,-2.0186749813342497,0.04352101200578659
GO:2000427,6,2.0185578501264394,0.043533195684831674
GO:0098878,11,2.018494638244698,0.0435397720148013
GO:0006892,16,-2.0184321869987296,0.04354627003510361
GO:0005496,31,2.0178792381604365,0.04360383982372427
GO:2000049,9,-2.0177898700069044,0.043613150343306636
GO:0140949,6,-2.017709853614834,0.0436214880058818
GO:0046621,5,2.0170846733254697,0.043686677798982505
GO:0140077,5,2.0165487562540725,0.043742625272915905
GO:0005664,8,-2.01641768481857,0.04375631778121735
GO:0033179,10,2.0163102735793657,0.04376754130176533
GO:0006625,9,-2.015259909632463,0.04387742318714339
GO:0046965,16,-2.0148167148879823,0.04392385701534667
GO:0010994,7,2.014086716883,0.044000429871732895
GO:0042277,29,2.013807791481372,0.044029717384927114
GO:1902254,8,-2.0137625338474834,0.044034471044070995
GO:0001890,20,2.0136994744905925,0.04404109523887181
GO:0005868,23,-2.013308513781665,0.044082183257681776
GO:0055119,13,2.0130565574912,0.04410867974887616
GO:0031396,15,-2.0129769599302683,0.044117053264839105
GO:0141005,11,-2.012640926707875,0.044152418128377044
GO:0070475,9,-2.0124636376396596,0.04417108605432512
GO:0031642,6,-2.0114477255291288,0.044278186599214654
GO:0001510,26,-2.0111986743823502,0.044304475752513194
GO:0043208,6,2.0106975747688622,0.0443574103641929
GO:0043401,6,2.0100452697599347,0.04442639779537307
GO:0031594,90,-2.0092212042114905,0.04451367994196713
GO:0005577,8,2.0085087244791637,0.044589259885813706
GO:0005502,7,-2.0082890459738314,0.044612585235779684
GO:0030057,30,-2.0073973689679616,0.044707368754487345
GO:0005432,6,2.0073055887224385,0.04471713444966651
GO:0014033,12,-2.0068961766203444,0.04476071905177147
GO:0042169,39,-2.0062452685251895,0.04483008625125051
GO:0042775,6,2.005870517702798,0.04487006451344583
GO:0060070,73,-2.0058678813511444,0.04487034586481589
GO:0030178,52,-2.005626978031376,0.044896061340285454
GO:0010801,5,2.005151586535688,0.044946843964602606
GO:0048147,22,-2.0046146708688317,0.045004257009525137
GO:0030141,104,2.00355263212107,0.04511800425418954
GO:0032446,21,2.0032387981635185,0.04515166308700466
GO:0034366,8,2.001334167599845,0.0453563899799402
GO:0036033,5,-2.000292605088352,0.04546867707712112
GO:0002228,6,-1.9999997726224497,0.045500288449031395
GO:0016668,5,1.99857767045988,0.04565406839464441
GO:0140042,17,1.9985167279055662,0.04566066823118429
GO:0003198,9,-1.9979762856007546,0.045719231168072874
GO:0017015,20,-1.997494111610836,0.04577153348853067
GO:0006123,22,1.996590760696492,0.04586965735169501
GO:0009451,17,-1.995919968104353,0.0459426348353098
GO:0071542,20,-1.9949212645825174,0.04605146788054221
GO:0040011,5,1.9942546060839412,0.046124237321883595
GO:0001530,39,1.9941387153346275,0.046136897309256145
GO:0106074,15,-1.994100659217632,0.04614105522454993
GO:0031982,192,1.9940709444104616,0.04614430200876585
GO:0071667,5,-1.9938973280363428,0.04616327602358658
GO:1905870,6,-1.9938354902880837,0.0461700356728884
GO:0006805,115,1.9927408559530368,0.04628983110685188
GO:0006635,45,1.9918747545850246,0.04638480152921132
GO:0004022,10,1.989428494649091,0.0466539270850892
GO:0072378,8,1.9893294956561034,0.04666484608009478
GO:0034136,6,1.9882256672113066,0.04678673748001795
GO:0042758,5,1.9870018617176965,0.046922190536428196
GO:0090128,18,-1.9865645068837299,0.046970677734353476
GO:0016272,7,1.986426995253842,0.04698593162293805
GO:0007163,47,-1.9864101175725184,0.04698780411729759
GO:0038154,7,-1.9854003243636766,0.047099949921090935
GO:0030666,73,1.9845041728450066,0.047199663367388435
GO:0051549,12,-1.9830479378699657,0.047362075119042155
GO:0000050,12,1.981064428650882,0.047584048764009214
GO:0072594,8,1.9809968410128003,0.04759162784959728
GO:0016504,13,1.9809696183950873,0.04759468080324343
GO:0008037,9,-1.9805861369217013,0.047637704862434974
GO:0097272,7,1.9795724572518563,0.047751590411419804
GO:1903401,8,-1.9770706071300235,0.04803364966016194
GO:0007389,23,-1.9769028440451404,0.048052613294620065
GO:0042554,21,1.9753576728990112,0.0482275726154538
GO:0006301,12,-1.9751369650543178,0.04825260693148523
GO:0000466,5,-1.9744971300517575,0.04832524345294723
GO:0034399,18,-1.9743418703928495,0.04834288296524902
GO:0060071,28,-1.974041546209921,0.04837701903907757
GO:0032732,12,1.9738223135951578,0.04840195069592209
GO:0034394,27,-1.9734718445528647,0.048441829288137894
GO:0160270,6,-1.9732878825068645,0.048462772698865175
GO:1901798,16,-1.972549648665105,0.04854689444585083
GO:0036498,11,-1.9715444992106743,0.04866162833716383
GO:0043325,28,1.968755930515029,0.048981125175234404
GO:0005548,17,-1.9686539901916111,0.048992838143370264
GO:0043023,16,-1.9684747519215007,0.04901343836528571
GO:0008637,9,1.9683624336388752,0.04902635104072086
GO:0010466,5,1.9667084686141156,0.0492168300171284
GO:1903765,6,1.9663082189113392,0.04926301800413302
GO:0043622,9,-1.965326481189546,0.04937646253724676
GO:0140468,9,1.9652998500277097,0.049379542947402905
GO:0043542,38,1.9648889288093012,0.04942709439352756
GO:0006779,10,1.9642899889765124,0.0494964719877855
GO:0002244,19,-1.9633716511797834,0.04960300536062097
GO:0048029,8,1.9632581728229888,0.0496161829558551
GO:0060075,10,1.9622182729311342,0.04973707740451499
GO:1903672,33,1.9610794053166396,0.04986976075211008
GO:0015459,47,-1.9608540867370343,0.049896046546972564
GO:0003688,17,-1.9601854526309372,0.04997411818180918
GO:0048680,7,1.9601562989466723,0.04997752457838863
GO:0048708,9,-1.959733937203939,0.05002689632811119
GO:1901300,5,-1.9592413574193122,0.050084527822900925
GO:0043009,9,-1.958775215377835,0.05013911736554132
GO:0005248,20,-1.9578472535841769,0.05024793875015193
GO:0090666,5,-1.9576693340098799,0.050268825845086615
GO:1990599,5,-1.9574549671813208,0.05029400137696789
GO:0043409,53,1.957300809663687,0.05031211237667953
GO:0098831,11,-1.955067385255173,0.05057511721248052
GO:0016071,17,-1.9549919330285104,0.050584022434607516
GO:0035575,7,-1.9545700014560674,0.05063384497518245
GO:0160072,10,-1.9542851163671244,0.05066750803262152
GO:0046833,5,-1.9539893701196178,0.05070247431685623
GO:1901838,11,-1.9530438800325676,0.050814395908747055
GO:0006690,12,1.9526033777630996,0.050866610616070854
GO:0000045,66,1.952469524829574,0.05088248570328987
GO:0000028,7,-1.9514597925829198,0.051002374692497195
GO:0016441,6,-1.950391976693506,0.05112941742337436
GO:0035259,14,-1.9500806162058693,0.051166511200305256
GO:0051926,8,1.948993797925131,0.05129616538942332
GO:0019784,6,1.9483698311658304,0.05137072697099089
GO:0008970,21,1.9478252796578246,0.05143587285822767
GO:0006104,5,-1.9476298208723688,0.051459272878480976
GO:0048286,16,-1.9475409686504348,0.05146991307310328
GO:0000995,12,-1.9471371953802759,0.051518288763552245
GO:0019787,22,1.9470162838355394,0.051532782462173396
GO:0050708,10,1.9453413666102473,0.05173390653364462
GO:0019828,7,-1.9448166279994976,0.05179705210900121
GO:0010744,21,1.9447738744537666,0.05180219979089685
GO:0050927,11,-1.9440344639223957,0.05189129523614802
GO:0008017,274,-1.9439952490908665,0.05189602401404764
GO:0030688,12,-1.9420861660898185,0.052126669946509316
GO:0097035,6,1.9417815505756617,0.052163551277029464
GO:0120186,10,1.9414000531580642,0.05220977186495088
GO:1900182,36,-1.9409242986793902,0.05226746021784636
GO:1905908,5,1.9401627096775653,0.05235991883949274
GO:0046578,8,-1.9393335677962846,0.05246073398461892
GO:0071962,5,-1.9381262248062552,0.05260782467789711
GO:0000049,81,-1.9367978163433572,0.052770062966123764
GO:0016442,449,1.936760979347104,0.052774567813909705
GO:1900425,5,1.9352322726207094,0.05296179912817362
GO:0031105,13,-1.935210275001805,0.05296449737482581
GO:0005940,13,-1.935210275001805,0.05296449737482581
GO:0043039,14,-1.9351330517221783,0.052973970557457055
GO:0043491,49,-1.935068519551568,0.0529818879742582
GO:0099604,6,1.934671425978351,0.0530306289327467
GO:0031748,6,1.9341821972216553,0.053090730463731556
GO:0010586,7,-1.933493052005028,0.05317548817542271
GO:0005537,23,1.9317998014928421,0.05338422060891782
GO:0034644,47,-1.9305179588930883,0.05354269220564239
GO:0005787,5,-1.929587279468657,0.053657996200320024
GO:2001238,34,1.929525240341443,0.053665689734335345
GO:0140003,8,-1.9293061359373946,0.053692868460772626
GO:0062111,7,-1.928208716540942,0.05382917044257496
GO:0031433,7,1.9280577355276824,0.05384794521112806
GO:0007601,194,-1.9276966901602886,0.05389286403784317
GO:0032008,38,1.927317020632196,0.053940133692371106
GO:0043524,104,-1.9271324052108687,0.053963131202663
GO:0002082,9,1.9266314030415146,0.0540255821977527
GO:0032006,22,1.9263858056641945,0.054056218463746405
GO:1900045,6,1.9258653083578285,0.05412119417715533
GO:0051964,6,1.9251477728480082,0.05421087378661512
GO:0042982,10,1.9246494709862858,0.05427322588736644
GO:0003186,5,-1.9245853868022813,0.054281249029385435
GO:0033044,20,-1.9244181092092876,0.05430219633080189
GO:0048701,10,-1.9241947040494953,0.054330182713584856
GO:0043117,11,1.922980373868144,0.054482514693245034
GO:0045600,44,-1.9215197229871785,0.05466621831118087
GO:1901991,5,-1.9212269731548577,0.05470309904571407
GO:0035329,22,-1.920457311524122,0.05480016031522192
GO:2000179,18,-1.9186714336177453,0.05502592894470403
GO:1903724,7,-1.9180325962472453,0.05510687811107984
GO:0015934,25,-1.917573827974647,0.05516507135827904
GO:0008023,22,-1.9172545618162664,0.05520559944238553
GO:0006909,74,1.916663105661775,0.055280745274661314
GO:1904395,8,-1.9165388142466386,0.05529654761354485
GO:0004571,7,-1.9160396468722187,0.05536004939289123
GO:0030097,48,-1.9155623222516247,0.055420829270403406
GO:0009881,13,-1.914424674951975,0.05556591522802836
GO:0160213,5,1.9135812229362552,0.05567368617303172
GO:0030855,89,1.9128531828462907,0.055766850490509695
GO:0098919,7,-1.911751786095646,0.05590803855779969
GO:0033634,7,-1.911057273434652,0.05599722111335008
GO:0097013,5,1.9104729039221502,0.05607235191245699
GO:0045277,22,1.90914547213042,0.056243328160272624
GO:0048011,10,1.909061070986305,0.05625421388153759
GO:0042590,5,1.9089366083174777,0.0562702697783755
GO:0071108,27,-1.9087428907736088,0.05629526726276667
GO:0034340,10,1.9084799799004062,0.05632920830403446
GO:0005095,13,-1.9083086561739868,0.05635133487334703
GO:0000413,25,-1.9074734274339173,0.056459308849650405
GO:0008097,10,-1.9065093231743147,0.05658415724182726
GO:0048278,21,1.9064830982931298,0.05658755648690266
GO:0031616,14,-1.9060707156331733,0.05664103150255137
GO:0006508,610,1.9046765402720127,0.05682213033354821
GO:0038156,7,1.9044745012565336,0.05684841446839413
GO:0006111,13,1.9040983533920384,0.056897376130551125
GO:0010944,13,1.9040540344153862,0.05690314726413942
GO:1904706,41,1.9035730860492894,0.05696580677968023
GO:0070915,5,1.9033273429701851,0.056997845138264516
GO:0006044,16,-1.9012988806041393,0.057262875618350785
GO:0005744,13,1.9010846629796962,0.05729092414236394
GO:0016531,5,1.9010407634655564,0.05729667352326912
GO:0097398,7,1.9007301721276957,0.05733736439961603
GO:0009113,5,-1.9004691185893992,0.057371583865589715
GO:0006418,40,-1.900206441718428,0.05740603326159605
GO:0003281,15,-1.8997191556544508,0.057469985127553094
GO:0008347,7,1.8993109506030557,0.05752360391785815
GO:2000146,13,1.8990903090303524,0.057552603072475374
GO:0005794,1122,-1.8990473728716417,0.05755824762964213
GO:0044788,8,-1.8988001460568273,0.057590757999979154
GO:0030175,78,-1.8985807934670702,0.05761961568501798
GO:0072659,139,-1.8983644715002417,0.05764808643857275
GO:0042789,43,-1.8976155128705696,0.05774674938411737
GO:0007254,45,-1.8974383231091583,0.05777011173301819
GO:0010757,7,1.8967744695802944,0.05785771023451859
GO:0031089,14,1.895137639896531,0.05807416915517895
GO:0030210,9,1.8950468451037548,0.058086195784245606
GO:0071546,10,-1.892184164665418,0.05846644747258892
GO:0005662,13,-1.8901821947232824,0.05873359715614767
GO:0070697,7,1.8889838492960993,0.05889399285441478
GO:0006895,16,-1.8885148908202822,0.058956860761121416
GO:0050253,8,1.8880665570247759,0.05901701583388303
GO:0004062,9,1.887297177009414,0.05912036593977383
GO:0045591,17,1.8870304656937662,0.0591562280699614
GO:0042802,1786,1.8865037208188091,0.05922710747894076
GO:0032682,13,1.8864150817078549,0.05923904178727021
GO:0043277,17,1.8862553135142996,0.05926055790649576
GO:0001708,28,-1.884246486433274,0.059531642218754253
GO:0032703,24,1.8829920887146587,0.059701440106652716
GO:0010804,35,1.8826006943158204,0.05975450222555148
GO:1902531,47,-1.882495472117833,0.05976877407877055
GO:0070294,13,-1.881562153764451,0.05989548887608374
GO:0070180,5,-1.8814976542619317,0.05990425407111127
GO:0002753,19,1.8800942051556229,0.06009524010877854
GO:0015827,7,1.8792304758395293,0.06021303005213842
GO:0007005,85,-1.8791421553410392,0.060225085422941964
